seller,name,price,link
Teknosa,Apple iPhone 13 256GB Kırmızı Akıllı Telefon,31999,https://www.teknosa.com/apple-iphone-13-256gb-kirmizi-akilli-telefon-p-125078220
Teknosa,"Xiaomi Redmi 10  4 GB 64 GB 6.5"" Mavi Cep Telefonu",6399,https://www.teknosa.com/xiaomi-redmi-10-4-gb-64-gb-65-mavi-cep-telefonu-p-125078547
Teknosa,"Xiaomi Redmi 9C 4GB/128GB 6.53"" Akıllı Telefon Gri (Xiaomi Türkiye Garantili)",4929,https://www.teknosa.com/xiaomi-redmi-9c-4gb128gb-653-akilli-telefon-gri-xiaomi-turkiye-garantili-p-125078308
Teknosa,Xiaomi Redmi 10 4GB/128GB 6.5'' Gri Akıllı Telefon,6899,https://www.teknosa.com/xiaomi-redmi-10-4gb128gb-65-gri-akilli-telefon-p-125078542
Teknosa,Apple iPhone 13 256GB Midnight  Akıllı Telefon,31999,https://www.teknosa.com/apple-iphone-13-256gb-midnight-akilli-telefon-p-125078217
Teknosa,Samsung  Galaxy A53 5G 8GB/128GB Siyah Akıllı Telefon,10959,https://www.teknosa.com/samsung-galaxy-a53-5g-8gb128gb-siyah-akilli-telefon-p-125078502
Teknosa,Apple iPhone 14 128GB Mavi Cep Telefonu MPVN3TU/A,34359,https://www.teknosa.com/apple-iphone-14-128gb-mavi-cep-telefonu-mpvn3tua-p-125078732
Teknosa,Oppo A55 128 GB Siyah Cep Telefonu (Oppo Türkiye Garantili),5834,https://www.teknosa.com/oppo-a55-128-gb-siyah-cep-telefonu-oppo-turkiye-garantili-p-780010139
Teknosa,Apple iPhone 14 128GB Yıldız Işığı Cep Telefonu MPUR3TU/A,34359,https://www.teknosa.com/apple-iphone-14-128gb-yildiz-isigi-cep-telefonu-mpur3tua-p-125078729
Teknosa,"Xiaomi Redmi Note 11 Pro 6GB/128GB 6.67"" Mavi  Akıllı Telefon",9499,https://www.teknosa.com/xiaomi-redmi-note-11-pro-6gb128gb-667-mavi-akilli-telefon-p-125078558
Teknosa,"Xiaomi Redmi Note 11S  6GB/128GB 6.43"" Gri Akıllı Telefon",7959,https://www.teknosa.com/xiaomi-redmi-note-11s-6gb128gb-643-gri-akilli-telefon-p-125078559
Teknosa,Apple iPhone 14 512GB Mavi Cep Telefonu MPXN3TU/A,42999,https://www.teknosa.com/apple-iphone-14-512gb-mavi-cep-telefonu-mpxn3tua-p-125078742
Teknosa,Apple iPhone 14 Pro 256GB Uzay Siyahı Cep Telefonu MQ0T3TU/A,49949,https://www.teknosa.com/apple-iphone-14-pro-256gb-uzay-siyahi-cep-telefonu-mq0t3tua-p-125078762
Teknosa,Samsung Galaxy A53 5G 8GB/128GB Mavi Akıllı Telefon,11999,https://www.teknosa.com/samsung-galaxy-a53-5g-8gb128gb-mavi-akilli-telefon-p-125078501
Teknosa,Samsung Galaxy A13 64 GB Siyah Cep Telefonu (Samsung Türkiye Garantili),5249,https://www.teknosa.com/samsung-galaxy-a13-64-gb-siyah-cep-telefonu-samsung-turkiye-garantili-p-780010121
Teknosa,Apple iPhone 14 Pro Max 1TB Altın Cep Telefonu MQC43TU/A,65999,https://www.teknosa.com/apple-iphone-14-pro-max-1tb-altin-cep-telefonu-mqc43tua-p-125078788
Teknosa,Samsung Galaxy S22 8GB/128GB Siyah Akıllı Telefon,19359,https://www.teknosa.com/samsung-galaxy-s22-8gb128gb-siyah-akilli-telefon-p-125078436
Teknosa,Apple iPhone 13 128GB Yeşil Cep Telefonu MNGK3TU/A,28999,https://www.teknosa.com/apple-iphone-13-128gb-yesil-cep-telefonu-mngk3tua-p-125078512
Teknosa,Samsung Galaxy S22 Ultra 12GB/512GB Bordo CepTelefonu,35999,https://www.teknosa.com/samsung-galaxy-s22-ultra-12gb512gb-bordo-ceptelefonu-p-125078446
Teknosa,Apple iPhone 14 Pro 128GB Uzay Siyahı Cep Telefonu MPXV3TU/A,47999,https://www.teknosa.com/apple-iphone-14-pro-128gb-uzay-siyahi-cep-telefonu-mpxv3tua-p-125078758
Teknosa,Apple iPhone 12 128GB Akıllı Telefon Beyaz,27689,https://www.teknosa.com/apple-iphone-12-128gb-akilli-telefon-beyaz-p-125077817
Teknosa,Apple iPhone 14 128GB Gece Yarısı Cep Telefonu MPUF3TU/A,34359,https://www.teknosa.com/apple-iphone-14-128gb-gece-yarisi-cep-telefonu-mpuf3tua-p-125078728
Teknosa,Samsung Galaxy A23 128 GB Açık Mavi Cep Telefonu (Samsung Türkiye Garantili),6859,https://www.teknosa.com/samsung-galaxy-a23-128-gb-acik-mavi-cep-telefonu-samsung-turkiye-garantili-p-780010088
Teknosa,Apple iPhone 13 128GB Akıllı Telefon Midnight,28990,https://www.teknosa.com/apple-iphone-13-128gb-akilli-telefon-midnight-p-125078212
Teknosa,Samsung Galaxy  A33 5G 6GB/128GB Siyah Akıllı Telefon,9298,https://www.teknosa.com/samsung-galaxy-a33-5g-6gb128gb-siyah-akilli-telefon-p-125078498
Teknosa,Samsung Galaxy A52 128 GB Akıllı Telefon Siyah (Samsung Türkiye Garantili),9998,https://www.teknosa.com/samsung-galaxy-a52-128-gb-akilli-telefon-siyah-samsung-turkiye-garantili-p-125078040
Teknosa,Samsung Galaxy A23 128 GB Siyah Cep Telefonu (Samsung Türkiye Garantili),6599,https://www.teknosa.com/samsung-galaxy-a23-128-gb-siyah-cep-telefonu-samsung-turkiye-garantili-p-780010087
Teknosa,Samsung Galaxy S21 FE 5G 128GB Akıllı Telefon Yeşil (Samsung Türkiye Garantili),15999,https://www.teknosa.com/samsung-galaxy-s21-fe-5g-128gb-akilli-telefon-yesil-samsung-turkiye-garantili-p-125078396
Teknosa,Samsung Galaxy A32 128 GB Akıllı Telefon Mor (Samsung Türkiye Garantili),7899,https://www.teknosa.com/samsung-galaxy-a32-128-gb-akilli-telefon-mor-samsung-turkiye-garantili-p-125078034
Teknosa,Samsung Galaxy S21 FE 5G 128GB Akıllı Telefon Lavanta (Samsung Türkiye Garantili),15999,https://www.teknosa.com/samsung-galaxy-s21-fe-5g-128gb-akilli-telefon-lavanta-samsung-turkiye-garantili-p-125078397
Teknosa,Apple iPhone 12 64GB Akıllı Telefon Siyah,24999,https://www.teknosa.com/apple-iphone-12-64gb-akilli-telefon-siyah-p-125077811
Teknosa,Samsung Galaxy A13 4GB/128GB Siyah Akıllı Telefon,6599,https://www.teknosa.com/samsung-galaxy-a13-4gb128gb-siyah-akilli-telefon-p-125078621
Teknosa,"Xiaomi Redmi Note 11 4GB/64GB 6.43""  Gri Cep Telefonu",6799,https://www.teknosa.com/xiaomi-redmi-note-11-4gb64gb-643-gri-cep-telefonu-p-125078598
Teknosa,Xiaomi Redmi 9C 64 GB Mavi Cep Telefonu (Xiaomi  Türkiye Garantili),4199,https://www.teknosa.com/xiaomi-redmi-9c-64-gb-mavi-cep-telefonu-xiaomi-turkiye-garantili-p-780010005
Teknosa,Samsung Galaxy M13 64 GB 4 GB RAM Mavi Cep Telefonu (Samsung Türkiye Garantili),5999,https://www.teknosa.com/samsung-galaxy-m13-64-gb-4-gb-ram-mavi-cep-telefonu-samsung-turkiye-garantili-p-780010166
Teknosa,Samsung Galaxy A23 6 GB 128 GB Beyaz Cep Telefonu,7299,https://www.teknosa.com/samsung-galaxy-a23-6-gb-128-gb-beyaz-cep-telefonu-p-125078811
Teknosa,Apple iPhone 14 128GB (PRODUCT) Kırmızı Cep Telefonu MPVA3TU/A,34359,https://www.teknosa.com/apple-iphone-14-128gb-product-kirmizi-cep-telefonu-mpva3tua-p-125078731
Teknosa,Samsung Galaxy Fold4 256 GB Fantom Siyahı Cep Telefonu,39999,https://www.teknosa.com/samsung-galaxy-fold4-256-gb-fantom-siyahi-cep-telefonu-p-125078698
Teknosa,"Xiaomi Redmi 10  4GB/64 GB 6.5"" Gri Akıllı Telefon",6399,https://www.teknosa.com/xiaomi-redmi-10-4gb64-gb-65-gri-akilli-telefon-p-125078545
Teknosa,Samsung Galaxy Fold4 256 GB Gri Yeşil Cep Telefonu,39999,https://www.teknosa.com/samsung-galaxy-fold4-256-gb-gri-yesil-cep-telefonu-p-125078699
Teknosa,Samsung Galaxy Z Fold3 5G 256 GB Siyah Cep Telefonu (Samsung Türkiye Garantili),30129,https://www.teknosa.com/samsung-galaxy-z-fold3-5g-256-gb-siyah-cep-telefonu-samsung-turkiye-garantili-p-125078167
Teknosa,"Xiaomi Redmi9c 3GB 64GB 6.53"" Akıllı Telefon Gri (Xiaomi Türkiye Garantili)",4299,https://www.teknosa.com/xiaomi-redmi9c-3gb-64gb-653-akilli-telefon-gri-xiaomi-turkiye-garantili-p-125077992
Teknosa,Reeder P13 Blue Max Lite 2022 32 GB Beyaz Cep Telefonu (Reeder Türkiye Garantili),2299,https://www.teknosa.com/reeder-p13-blue-max-lite-2022-32-gb-beyaz-cep-telefonu-reeder-turkiye-garantili-p-780010119
Teknosa,Samsung Galaxy M12 64 GB Yeşil Cep Telefonu (Samsung Türkiye Garantili),5139,https://www.teknosa.com/samsung-galaxy-m12-64-gb-yesil-cep-telefonu-samsung-turkiye-garantili-p-780010071
Teknosa,"Xiaomi Redmi 10  4GB/128GB 6.5"" Beyaz Cep Telefonu",6899,https://www.teknosa.com/xiaomi-redmi-10-4gb128gb-65-beyaz-cep-telefonu-p-125078543
Teknosa,Samsung Galaxy M13 64 GB 4 GB RAM Yeşil Cep Telefonu (Samsung Türkiye Garantili),5149,https://www.teknosa.com/samsung-galaxy-m13-64-gb-4-gb-ram-yesil-cep-telefonu-samsung-turkiye-garantili-p-780010169
Teknosa,Samsung Galaxy M32 128 GB Beyaz Cep Telefonu (Samsung Türkiye Garantili),7749,https://www.teknosa.com/samsung-galaxy-m32-128-gb-beyaz-cep-telefonu-samsung-turkiye-garantili-p-780010085
Teknosa,Xiaomi Redmi 9C 128 GB Akıllı Telefon Yeşil (Xiaomi Türkiye Garantili),4929,https://www.teknosa.com/xiaomi-redmi-9c-128-gb-akilli-telefon-yesil-xiaomi-turkiye-garantili-p-780010036
Teknosa,"Xiaomi Redmi9c 3GB/64GB 6.53"" Akıllı Telefon Turuncu (Xiaomi Türkiye Garantili)",4299,https://www.teknosa.com/xiaomi-redmi9c-3gb64gb-653-akilli-telefon-turuncu-xiaomi-turkiye-garantili-p-125078072
Teknosa,Huawei Nova Y90 6 GB 128 GB Kristal Mavi Cep Telefonu,8899,https://www.teknosa.com/huawei-nova-y90-6-gb-128-gb-kristal-mavi-cep-telefonu-p-125078682
Teknosa,Oppo A55 4GB 128GB Gökkuşağı Mavisi Cep Telefonu,5999,https://www.teknosa.com/oppo-a55-4gb-128gb-gokkusagi-mavisi-cep-telefonu-p-125078618
Teknosa,"Xiaomi Redmi 10  4GB/128GB 6.5"" Mavi Akıllı Telefon",6899,https://www.teknosa.com/xiaomi-redmi-10-4gb128gb-65-mavi-akilli-telefon-p-125078544
Teknosa,Apple iPhone 14 Plus 128GB Yıldız Işığı Cep Telefonu MQ4Y3TU/A,36999,https://www.teknosa.com/apple-iphone-14-plus-128gb-yildiz-isigi-cep-telefonu-mq4y3tua-p-125078744
Teknosa,Xiaomi Redmi 10 2022  64 GB Gri Cep Telefonu (Xiaomi Türkiye Garantili),5399,https://www.teknosa.com/xiaomi-redmi-10-2022-64-gb-gri-cep-telefonu-xiaomi-turkiye-garantili-p-780010101
Teknosa,"Xiaomi Redmi9c 3GB/64GB 6.53"" Akıllı Telefon Mavi (Xiaomi Türkiye Garantili)",4499,https://www.teknosa.com/xiaomi-redmi9c-3gb64gb-653-akilli-telefon-mavi-xiaomi-turkiye-garantili-p-125078049
Teknosa,"Xiaomi Redmi Note 11 4GB/64GB 6.43"" Gece Mavisi Cep Telefonu",6799,https://www.teknosa.com/xiaomi-redmi-note-11-4gb64gb-643-gece-mavisi-cep-telefonu-p-125078599
Teknosa,Samsung Galaxy M32 128 GB Mavi Cep Telefonu (Samsung Türkiye Garantili),7749,https://www.teknosa.com/samsung-galaxy-m32-128-gb-mavi-cep-telefonu-samsung-turkiye-garantili-p-780010084
Teknosa,Oppo A16 32/3 GB Akıllı Telefon Kristal Siyahı (Oppo Türkiye Garantili),4040,https://www.teknosa.com/oppo-a16-323-gb-akilli-telefon-kristal-siyahi-oppo-turkiye-garantili-p-125078207
Teknosa,Oppo A16 32/3 GB Akıllı Telefon İnci Mavisi (Oppo Türkiye Garantili),4040,https://www.teknosa.com/oppo-a16-323-gb-akilli-telefon-inci-mavisi-oppo-turkiye-garantili-p-125078206
Teknosa,Apple iPhone 13 Mini 512GB Starlight Akıllı Telefon,32899,https://www.teknosa.com/apple-iphone-13-mini-512gb-starlight-akilli-telefon-p-125078238
Teknosa,Samsung Galaxy A13 64 GB Mavi Cep Telefonu (Samsung Türkiye Garantili),5999,https://www.teknosa.com/samsung-galaxy-a13-64-gb-mavi-cep-telefonu-samsung-turkiye-garantili-p-780010122
Teknosa,Apple iPhone 13 512GB Starlight Akıllı Telefon,35899,https://www.teknosa.com/apple-iphone-13-512gb-starlight-akilli-telefon-p-125078223
Teknosa,Samsung Galaxy S20 FE G780G 256 GB Beyaz Cep Telefonu (Samsung Türkiye Garantili),12729,https://www.teknosa.com/samsung-galaxy-s20-fe-g780g-256-gb-beyaz-cep-telefonu-samsung-turkiye-garantili-p-780010110
Teknosa,Reeder S19 Max Pro Akıllı Telefon 6-256 Gold Akıllı Telefon,4199,https://www.teknosa.com/reeder-s19-max-pro-akilli-telefon-6256-gold-akilli-telefon-p-125078667
Teknosa,Reeder P13 Blue Max Lite 2022 32 GB Mavi Cep Telefonu (Reeder Türkiye Garantili),2149,https://www.teknosa.com/reeder-p13-blue-max-lite-2022-32-gb-mavi-cep-telefonu-reeder-turkiye-garantili-p-780010118
Teknosa,"Xiaomi 12T 8GB/256GB 6.67"" Siyah Cep Telefonu",17599,https://www.teknosa.com/xiaomi-12t-8gb256gb-667-siyah-cep-telefonu-p-125078825
Teknosa,Alcatel 2057D Siyah Cep Telefonu,1199,https://www.teknosa.com/alcatel-2057d-siyah-cep-telefonu-p-145011612
Teknosa,Reeder P13 Blue Max L 2022 64 GB Akıllı Telefon Mavi (Reeder Türkiye Garantili),2699,https://www.teknosa.com/reeder-p13-blue-max-l-2022-64-gb-akilli-telefon-mavi-reeder-turkiye-garantili-p-125078341
Teknosa,General Mobile GM 21 Plus Yeni Sürüm Yeşil 4+64 GB Cep Telefonu,3499,https://www.teknosa.com/general-mobile-gm-21-plus-yeni-surum-yesil-464-gb-cep-telefonu-p-125078642
Teknosa,General Mobile GM22 3/32 GB Okyanus Siyahı Akıllı Telefon,3169,https://www.teknosa.com/general-mobile-gm22-332-gb-okyanus-siyahi-akilli-telefon-p-125078414
Teknosa,Apple iPhone 14 128GB Mor Cep Telefonu MPV03TU/A,34359,https://www.teknosa.com/apple-iphone-14-128gb-mor-cep-telefonu-mpv03tua-p-125078730
Teknosa,Samsung Galaxy S22 8GB/128GB Beyaz Akıllı Telefon,19999,https://www.teknosa.com/samsung-galaxy-s22-8gb128gb-beyaz-akilli-telefon-p-125078437
Teknosa,Samsung Galaxy A04S 4 GB 128 GB Bakır Cep Telefonu,5299,https://www.teknosa.com/samsung-galaxy-a04s-4-gb-128-gb-bakir-cep-telefonu-p-125078808
Teknosa,Oppo Reno7 8GB 128GB Kozmik Siyah Cep Telefonu,12309,https://www.teknosa.com/oppo-reno7-8gb-128gb-kozmik-siyah-cep-telefonu-p-125078659
Teknosa,"Xiaomi 12 Lite 8GB/256GB 6.55"" Siyah Akıllı Telefon",13699,https://www.teknosa.com/xiaomi-12-lite-8gb256gb-655-siyah-akilli-telefon-p-125078719
Teknosa,Apple iPhone 14 256GB Yıldız Işığı Cep Telefonu MPW43TU/A,36999,https://www.teknosa.com/apple-iphone-14-256gb-yildiz-isigi-cep-telefonu-mpw43tua-p-125078734
Teknosa,"Xiaomi Redmi Note 11 6GB/128GB 6.53"" Yıldız Mavisi Cep Telefonu",6999,https://www.teknosa.com/xiaomi-redmi-note-11-6gb128gb-653-yildiz-mavisi-cep-telefonu-p-125078645
Teknosa,Oppo A96 6GB 128GB Işıltılı Siyah Cep Telefonu,7859,https://www.teknosa.com/oppo-a96-6gb-128gb-isiltili-siyah-cep-telefonu-p-125078660
Teknosa,Samsung Galaxy M33 SM-M336B 6 GB 128 GB Mavi Cep Telefonu (Samsung Türkiye Garantili),8329,https://www.teknosa.com/samsung-galaxy-m33-smm336b-6-gb-128-gb-mavi-cep-telefonu-samsung-turkiye-garantili-p-780010159
Teknosa,Xiaomi Redmi 10 128 GB Mavi Cep Telefonu (Xiaomi Türkiye Garantili),5969,https://www.teknosa.com/xiaomi-redmi-10-128-gb-mavi-cep-telefonu-xiaomi-turkiye-garantili-p-780010058
Teknosa,Samsung Galaxy A33 5G 6GB/128GB Beyaz Akıllı Telefon,9499,https://www.teknosa.com/samsung-galaxy-a33-5g-6gb128gb-beyaz-akilli-telefon-p-125078500
Teknosa,Oppo A55 4GB 128GB Işıltılı Siyah Cep Telefonu,5999,https://www.teknosa.com/oppo-a55-4gb-128gb-isiltili-siyah-cep-telefonu-p-125078619
Teknosa,Samsung Galaxy M12 64 GB Mavi Cep Telefonu (Samsung Türkiye Garantili),5139,https://www.teknosa.com/samsung-galaxy-m12-64-gb-mavi-cep-telefonu-samsung-turkiye-garantili-p-780010074
Teknosa,"Xiaomi Redmi 10  4GB/64 GB 6.5"" Beyaz Akıllı Telefon",5399,https://www.teknosa.com/xiaomi-redmi-10-4gb64-gb-65-beyaz-akilli-telefon-p-125078546
Teknosa,Oppo A55 64 GB Akıllı Telefon Gökkuşağı Mavisi (Oppo Türkiye Garantili),5529,https://www.teknosa.com/oppo-a55-64-gb-akilli-telefon-gokkusagi-mavisi-oppo-turkiye-garantili-p-125078356
Teknosa,Omix X400 4GB 64GB Gri Cep Telefonu,4799,https://www.teknosa.com/omix-x400-4gb-64gb-gri-cep-telefonu-p-125078867
Teknosa,Alcatel 1068D Siyah Cep Telefonu,819,https://www.teknosa.com/alcatel-1068d-siyah-cep-telefonu-p-145011609
Teknosa,Reeder P13 Max Pro Lite 2022 4 GB 64 GB Beyaz Cep Telefonu,3299,https://www.teknosa.com/reeder-p13-max-pro-lite-2022-4-gb-64-gb-beyaz-cep-telefonu-p-125078603
Teknosa,Huawei Mate 50 Pro 256 GB Gümüş Cep Telefonu,32999,https://www.teknosa.com/huawei-mate-50-pro-256-gb-gumus-cep-telefonu-p-125078838
Teknosa,Reeder P13 Blue Max Pro 256 GB Akıllı Telefon Beyaz (Reeder Türkiye Garantili),3719,https://www.teknosa.com/reeder-p13-blue-max-pro-256-gb-akilli-telefon-beyaz-reeder-turkiye-garantili-p-780010033
Teknosa,General Mobile GM21 Plus Single 4 GB / 64 GB Koyu Gri Cep Telefonu  (General Mobile Türkiye Garantili),4499,https://www.teknosa.com/general-mobile-gm21-plus-single-4-gb-64-gb-koyu-gri-cep-telefonu-general-mobile-turkiye-garantili-p-125078097
Teknosa,Xiaomi Redmi Note 11 Pro 6GB/128GB 6.67'' Gri  Akıllı Telefon,8795,https://www.teknosa.com/xiaomi-redmi-note-11-pro-6gb128gb-667-gri-akilli-telefon-p-125078556
Teknosa,Samsung Galaxy S20FE 128GB Akıllı Telefon Lavanta (Samsung Türkiye Garantili),12799,https://www.teknosa.com/samsung-galaxy-s20fe-128gb-akilli-telefon-lavanta-samsung-turkiye-garantili-p-125078074
Teknosa,Samsung Galaxy A04S 4 GB 128 GB Beyaz Cep Telefonu,5299,https://www.teknosa.com/samsung-galaxy-a04s-4-gb-128-gb-beyaz-cep-telefonu-p-125078806
Teknosa,General Mobile GM 21 Yeni Sürüm Mavi 3+32 GB Cep Telefonu,2899,https://www.teknosa.com/general-mobile-gm-21-yeni-surum-mavi-332-gb-cep-telefonu-p-125078640
Teknosa,Samsung Galaxy S21 FE 5G 128GB Akıllı Telefon Beyaz (Samsung Türkiye Garantili),15999,https://www.teknosa.com/samsung-galaxy-s21-fe-5g-128gb-akilli-telefon-beyaz-samsung-turkiye-garantili-p-125078399
Teknosa,Xiaomi Redmi 10C 64 GB 4 GB RAM Gri Cep Telefonu (Xiaomi Türkiye Garantili),4819,https://www.teknosa.com/xiaomi-redmi-10c-64-gb-4-gb-ram-gri-cep-telefonu-xiaomi-turkiye-garantili-p-780010170
Teknosa,Samsung Galaxy A04 64 GB Siyah Cep Telefonu (Samsung Türkiye Garantili),4519,https://www.teknosa.com/samsung-galaxy-a04-64-gb-siyah-cep-telefonu-samsung-turkiye-garantili-p-780010191
Teknosa,Xiaomi Redmi 9C 64 GB Gri Cep Telefonu (Xiaomi  Türkiye Garantili),4199,https://www.teknosa.com/xiaomi-redmi-9c-64-gb-gri-cep-telefonu-xiaomi-turkiye-garantili-p-780010004
Teknosa,Apple iPhone 14 Pro 1TB Uzay Siyahı Cep Telefonu MQ2G3TU/A,63599,https://www.teknosa.com/apple-iphone-14-pro-1tb-uzay-siyahi-cep-telefonu-mq2g3tua-p-125078770
Teknosa,Samsung Galaxy S20FE 128GB Akıllı Telefon Beyaz (Samsung Türkiye Garantili),14499,https://www.teknosa.com/samsung-galaxy-s20fe-128gb-akilli-telefon-beyaz-samsung-turkiye-garantili-p-125078079
Teknosa,"Xiaomi Redmi Note 11 Pro 8GB/128GB 6.67"" Mavi Akıllı Telefon",9199,https://www.teknosa.com/xiaomi-redmi-note-11-pro-8gb128gb-667-mavi-akilli-telefon-p-125078554
Teknosa,Apple iPhone 14 256GB (PRODUCT) Kırmızı Cep Telefonu MPWH3TU/A,37999,https://www.teknosa.com/apple-iphone-14-256gb-product-kirmizi-cep-telefonu-mpwh3tua-p-125078736
Teknosa,Samsung Galaxy M32 128 GB Siyah Cep Telefonu (Samsung Türkiye Garantili),7899,https://www.teknosa.com/samsung-galaxy-m32-128-gb-siyah-cep-telefonu-samsung-turkiye-garantili-p-780010086
Teknosa,General Mobile GM22 3/32 GB Yeşil Akıllı Telefon,3499,https://www.teknosa.com/general-mobile-gm22-332-gb-yesil-akilli-telefon-p-125078416
